LGA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,16,9,6,0,3,0,46,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,21,4,4,4,0,0,38,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,16
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8
LGA13800,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,13,24,30,21,14,119,3,12,30,144,114,84,43,18,0,442,0,0,0,9,8,4,8,3,0,23,0,0,0,3,3,3,0,0,0,13,0,0,0,3,7,6,0,0,0,20,0,4,16,71,58,28,13,5,0,196,0,0,0,9,8,3,0,3,3,24,0,3,3,13,26,31,26,15,7,114,0,0,0,6,5,5,3,3,0,26,0,7,23,47,25,14,13,5,3,129,0,0,0,0,9,3,4,0,0,21,0,0,0,6,3,4,0,0,0,18,0,0,0,5,0,0,0,0,0,7,4,0,3,35,5,5,3,0,0,59,0,0,0,8,5,6,5,8,0,36,0,0,0,4,0,0,0,0,0,4,0,7,8,20,9,22,10,9,0,86
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,3,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0,4,30,0,3,5,22,17,17,15,0,3,75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,4,0,10,6,4,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,8,7,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,4,0,3,3,0,0,20
LGA14000,0,4,0,16,15,14,4,4,0,64,0,0,3,25,18,15,3,3,0,74,5,16,88,293,18,13,3,0,0,439,0,4,8,17,21,20,39,27,18,164,3,69,117,259,209,213,114,43,25,1057,0,0,3,6,12,8,6,7,6,52,3,15,20,105,43,21,6,9,0,221,0,0,0,26,22,16,5,6,0,81,13,52,71,448,193,181,86,22,12,1080,0,0,0,59,25,67,23,10,7,200,0,15,12,46,64,48,52,28,24,291,11,44,57,84,79,66,37,12,5,388,13,104,142,299,213,143,81,49,18,1056,0,0,0,11,14,12,7,4,0,48,3,45,47,259,203,145,82,40,21,846,3,14,21,139,62,70,27,8,0,341,3,8,33,153,48,29,5,0,0,283,0,0,0,4,3,3,3,0,0,13,0,3,0,11,16,11,0,3,0,44,11,79,48,107,58,46,23,9,3,396
LGA14100,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,6,0,0,12,0,3,3,24,21,25,17,4,3,95,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,0,13,6,10,8,0,0,37,0,0,0,12,3,3,4,0,3,19,0,0,0,6,5,4,4,3,5,31,0,4,3,7,0,0,3,4,0,30,0,0,0,21,9,14,0,8,22,79,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,5,3,0,3,0,0,10,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,8,5,0,0,0,0,12,0,13,6,10,17,10,4,6,3,64
LGA14170,0,0,0,23,17,12,13,4,3,83,0,0,3,31,15,18,10,5,0,84,4,32,246,655,13,13,7,0,0,962,0,4,7,68,22,22,29,4,0,157,10,44,140,893,450,348,150,33,15,2078,0,0,3,38,17,7,15,3,0,90,0,0,3,32,10,0,0,0,0,49,0,0,6,40,25,21,3,3,4,105,10,46,87,636,182,173,103,25,9,1266,0,0,7,129,18,52,24,24,18,275,0,5,10,134,90,75,49,17,9,393,8,20,23,113,41,22,14,4,3,249,0,11,39,231,68,64,36,11,0,463,0,0,0,13,12,17,18,14,9,86,0,0,12,84,19,29,18,10,7,174,0,3,16,153,23,16,9,3,0,231,3,22,92,618,94,61,26,6,3,927,0,0,3,25,19,40,43,33,7,169,0,0,11,83,40,34,30,8,0,209,34,50,80,379,107,63,47,12,0,778
LGA14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,3,0,17,14,3,10,0,3,49,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,20,29,25,12,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,24,3,9,0,0,0,56
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,7,5,6,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,19,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,7,9,5,3,31,0,0,4,27,28,44,23,8,3,137,0,0,0,0,4,3,3,0,0,14,0,3,0,0,0,0,0,0,0,4,0,0,0,4,5,3,0,0,0,8,3,3,0,42,17,18,10,0,0,100,0,0,0,0,0,0,0,0,5,3,0,3,0,3,7,13,11,4,4,43,0,0,0,0,4,3,0,0,0,7,0,0,0,3,6,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,4,4,0,0,0,0,0,13,0,0,0,12,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,0,0,25
LGA14400,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,19,4,0,37,0,15,9,52,26,36,19,13,3,171,0,3,0,5,4,3,10,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,7,7,9,0,0,30,0,0,0,3,0,3,0,0,0,7,0,0,0,10,11,13,22,15,7,72,0,0,0,0,0,0,3,0,0,3,0,0,0,19,12,8,8,4,3,49,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,15,5,0,0,0,0,24,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,3,10,9,10,4,3,3,56
LGA14500,0,0,0,8,4,7,13,0,3,32,0,0,0,0,19,8,3,8,0,38,0,3,13,24,6,0,0,0,0,47,0,22,15,21,34,14,41,26,13,189,7,80,146,201,283,189,137,80,40,1154,0,0,0,11,17,10,7,10,3,58,0,0,0,25,19,15,3,3,0,71,0,0,0,26,40,33,15,19,4,145,0,18,22,151,76,63,26,8,9,365,0,3,0,44,22,34,20,11,7,141,0,18,19,33,69,46,36,38,23,278,5,77,56,81,61,59,29,13,0,380,16,146,245,532,476,361,144,79,41,2043,0,0,0,3,0,5,4,0,0,19,0,10,21,98,81,51,27,23,5,309,6,20,33,230,72,78,47,7,0,493,4,9,19,86,36,20,3,0,3,185,0,0,3,4,3,0,0,3,0,14,0,3,8,12,10,6,0,3,3,49,17,121,78,106,89,63,34,20,3,523
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,3,13,17,26,12,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,11,6,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,3,17
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,0,0,3,3,3,9,4,3,0,27,0,0,4,13,4,0,0,3,0,24,0,0,0,12,0,0,0,0,0,15,0,3,0,16,15,36,114,40,28,260,12,37,71,328,230,172,147,75,37,1112,0,0,0,3,9,11,18,8,8,54,0,10,0,19,4,3,8,0,0,39,0,0,7,24,12,22,9,0,0,87,7,21,35,190,106,120,37,4,4,530,0,0,0,21,8,12,33,16,30,124,0,15,10,36,62,81,124,75,34,432,0,0,7,11,13,4,8,3,0,48,0,12,45,91,82,62,22,20,3,342,0,0,0,3,10,10,13,10,7,55,0,7,3,27,13,8,12,3,0,72,0,0,0,3,3,3,0,0,0,13,4,8,13,119,36,14,5,0,0,193,0,0,0,9,27,34,37,24,8,136,0,0,0,5,3,4,3,0,0,11,0,40,34,86,40,41,20,5,3,279
LGA14700,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,38,84,0,0,0,0,0,121,0,7,0,7,6,0,3,3,0,28,4,15,32,119,65,59,37,18,5,351,0,0,0,0,3,4,5,0,0,17,3,3,0,14,4,0,0,0,0,26,0,0,0,8,5,0,3,0,0,26,3,12,23,129,39,20,13,4,5,239,0,0,0,37,10,24,9,5,0,78,0,3,3,19,19,10,11,8,6,79,3,11,3,32,9,10,11,4,0,88,6,7,16,107,35,31,18,11,3,230,0,0,0,5,0,6,0,4,0,14,0,0,0,37,17,12,6,3,3,74,0,0,3,46,9,6,3,0,0,77,0,8,11,80,11,10,3,0,0,119,0,0,0,5,4,5,0,4,0,15,0,0,0,5,5,8,4,4,0,18,9,21,17,62,24,15,10,0,0,177
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,10,4,10,14,9,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,7,4,22,3,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,5,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA14850,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,12,27,7,0,69,0,8,21,53,74,77,31,5,3,280,0,0,0,3,0,0,7,5,3,9,0,3,0,7,0,3,0,0,0,14,0,3,0,8,10,8,0,0,0,27,3,3,14,45,34,19,11,0,0,130,0,0,0,3,0,0,3,3,3,11,0,4,0,4,3,14,8,4,5,52,0,0,0,0,3,0,0,0,0,8,0,4,10,19,5,11,4,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,9,3,0,0,0,0,12,0,3,0,17,11,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,11,15,12,7,3,65
LGA14870,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,9,0,31,0,8,7,23,18,27,19,8,0,110,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,0,3,0,22,19,20,4,0,0,73,0,0,0,0,0,3,3,0,0,15,0,0,0,3,3,13,14,3,0,47,0,0,0,4,0,0,0,0,0,9,0,0,0,0,5,0,4,0,0,11,0,0,0,0,0,3,3,0,0,5,0,3,0,3,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,9,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,18
LGA14900,0,0,3,46,46,55,49,17,14,230,0,0,9,21,17,18,0,0,3,66,0,9,18,166,10,13,0,0,0,216,0,3,3,9,8,10,22,7,13,79,45,235,382,656,210,129,55,18,4,1729,0,0,0,3,5,14,14,7,3,43,9,70,81,329,74,26,10,3,0,605,0,0,4,15,3,3,3,0,0,30,11,53,153,813,508,497,175,47,32,2285,0,3,4,92,71,109,51,46,24,393,0,0,4,19,27,39,42,31,14,183,3,4,4,27,11,23,5,3,0,79,0,9,27,85,59,40,32,6,3,258,0,0,7,130,96,121,81,46,9,492,3,9,19,74,53,52,24,15,9,262,0,0,5,48,15,10,3,0,0,81,3,8,27,250,71,45,20,7,0,428,0,11,18,177,129,131,114,36,10,608,3,15,27,130,81,39,25,6,0,335,4,26,34,50,12,10,3,5,0,136
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,10,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3
LGA15050,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,15,29,13,4,62,8,30,22,131,80,58,40,8,3,373,0,0,0,3,3,3,0,0,0,19,0,0,0,11,6,0,0,0,0,21,0,0,0,3,9,0,3,0,0,18,0,19,4,96,67,39,21,3,3,258,0,0,0,5,5,5,9,11,14,44,0,4,4,19,17,32,23,10,4,112,0,0,0,4,0,4,0,0,0,13,0,15,14,59,34,13,3,0,3,137,0,0,0,4,0,0,0,0,3,10,0,0,0,19,0,3,0,0,0,19,0,0,0,14,0,0,0,0,0,19,0,6,7,27,13,13,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,27,16,14,3,0,0,80
LGA15240,0,0,0,4,0,3,7,0,0,15,0,0,3,3,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,6,0,0,0,3,5,19,75,24,11,149,0,14,14,74,73,140,106,43,17,482,0,0,0,0,6,7,15,8,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,4,9,11,4,3,0,28,0,6,9,88,53,59,27,9,0,253,0,0,0,10,0,8,12,10,0,34,0,3,3,7,17,36,55,32,14,166,0,0,0,3,0,3,3,0,0,12,0,7,3,22,21,13,36,7,0,102,0,0,0,0,0,3,11,7,0,12,0,0,0,8,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,8,3,27,18,8,7,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,18,14,28,3,0,92
LGA15270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,8,0,34,0,0,3,27,37,30,12,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,11,13,3,0,0,61,0,0,0,0,0,0,0,3,3,6,0,0,0,0,8,12,18,6,0,39,0,0,0,0,3,0,0,0,0,3,0,3,0,13,12,3,0,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,6,3,0,26
LGA15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,13,8,13,3,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,5,15,12,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,12,0,0,0,0,0,0,4,0,0,8,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13
LGA15350,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,5,28,0,0,0,0,0,32,3,3,3,17,17,4,13,5,3,60,3,11,31,105,117,80,61,31,6,445,0,0,0,8,4,3,5,0,0,28,0,0,5,4,0,3,0,0,0,15,0,0,3,3,14,3,0,3,0,22,0,3,3,56,13,11,10,0,0,103,0,0,3,28,4,12,0,3,3,56,0,6,3,24,29,11,21,11,10,115,0,22,17,20,6,11,6,4,0,84,6,13,10,98,47,34,30,12,4,263,0,0,0,3,0,0,3,3,0,10,0,0,0,12,5,3,3,0,0,28,3,0,0,14,4,3,0,0,0,29,0,4,3,35,16,4,0,0,0,69,0,0,0,0,4,3,3,0,0,7,0,0,0,4,6,0,3,0,0,17,18,57,36,84,49,35,18,3,0,292
