LGA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA17100,0,0,0,6,3,3,3,4,0,22,0,0,5,19,17,9,6,7,0,60,0,14,116,308,17,7,4,0,0,467,0,0,0,0,0,3,3,3,0,12,4,14,33,49,20,25,17,3,0,160,0,0,3,3,3,0,0,0,0,11,3,5,17,46,12,7,3,0,0,92,0,0,3,7,3,6,5,0,0,15,0,11,30,177,45,37,15,6,3,321,0,0,0,11,8,10,4,6,0,32,0,0,0,5,0,0,0,0,3,13,3,7,3,28,3,14,11,0,0,64,0,0,6,18,7,3,4,4,0,46,0,0,0,0,3,4,9,0,0,9,3,20,47,156,131,132,78,60,46,677,0,4,13,66,16,9,9,0,0,118,0,0,19,105,19,7,0,0,0,154,0,0,0,0,0,3,0,0,0,3,0,0,3,5,10,5,10,0,0,29,3,6,6,16,5,4,0,0,0,39
LGA17150,0,0,0,13,25,22,13,9,4,90,0,0,0,9,3,5,3,4,3,31,0,4,17,72,3,3,0,0,0,108,0,4,3,28,22,33,68,42,40,239,7,58,121,565,373,262,135,49,27,1600,0,0,3,7,18,12,27,13,9,94,0,9,3,18,8,11,3,0,0,52,0,0,0,23,27,21,5,0,3,78,4,23,45,326,169,148,59,22,12,802,0,0,3,94,37,50,29,19,9,246,0,12,9,78,86,97,119,56,27,489,3,15,10,38,28,33,26,3,0,162,0,30,47,211,132,107,71,34,9,628,0,0,0,10,31,30,14,13,4,99,0,3,0,29,12,14,9,0,0,72,0,3,5,39,9,21,9,0,4,89,0,13,24,194,60,21,13,0,0,327,0,0,6,55,72,75,58,15,7,294,0,0,0,12,29,15,7,0,0,67,6,40,59,147,77,48,37,12,4,432
LGA17200,0,0,3,32,5,9,3,3,3,60,0,0,37,33,10,4,9,5,0,100,4,0,20,73,5,0,0,0,0,109,3,3,33,119,13,18,16,18,4,230,7,21,252,1126,417,330,156,65,16,2387,0,0,12,70,12,11,11,0,0,111,0,0,11,34,5,3,0,0,0,63,0,0,14,40,25,14,5,7,0,101,0,15,87,595,119,112,54,8,3,997,0,0,16,187,18,50,29,15,10,325,4,0,30,210,50,47,35,20,8,408,13,8,172,326,42,46,17,3,3,630,3,3,58,296,65,56,39,10,0,528,0,0,0,20,17,27,7,14,0,89,0,0,21,105,13,6,12,3,0,163,4,6,122,581,46,40,13,0,0,810,18,24,489,3325,166,80,20,3,0,4128,0,0,3,25,8,13,12,10,0,68,0,3,9,83,32,21,12,4,3,176,23,48,263,721,109,74,54,14,0,1297
LGA17310,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,20,0,0,0,11,0,0,0,0,0,16,0,0,0,4,3,11,19,7,4,54,0,6,14,60,41,41,30,13,7,206,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,13,0,0,0,3,3,3,0,0,0,13,4,28,25,97,30,28,18,0,0,241,0,0,0,0,0,3,0,0,0,9,0,0,0,10,6,16,17,8,4,59,0,0,8,4,8,0,7,3,0,27,0,12,11,26,17,5,3,0,0,80,0,0,0,0,0,0,0,0,0,4,0,4,0,9,4,0,0,0,0,19,6,0,10,32,0,0,0,0,0,54,0,3,0,12,11,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,17,16,9,3,0,62
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,7,10,16,9,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
LGA17420,0,0,0,12,28,19,23,7,0,87,0,4,0,31,20,13,20,3,0,87,0,0,15,48,6,4,0,0,0,71,0,11,9,15,15,23,63,19,13,164,11,104,141,299,223,216,94,24,3,1110,0,0,0,7,10,17,20,5,4,65,4,28,30,161,52,42,14,3,3,339,0,0,3,13,14,9,3,0,0,57,3,35,72,439,305,295,164,23,23,1352,0,3,3,75,41,72,26,14,10,249,0,18,11,34,44,48,59,24,15,254,14,39,39,73,57,48,40,7,3,320,16,108,185,410,253,141,64,34,4,1222,0,0,0,7,27,10,7,8,3,59,10,49,77,361,302,244,103,46,24,1210,4,3,12,121,41,65,27,3,0,268,3,9,27,129,44,27,4,0,0,237,0,0,0,5,0,9,4,3,0,17,0,0,4,46,45,16,7,10,0,120,12,87,144,115,62,33,19,3,0,479
LGA17550,0,0,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,12,0,0,0,12,10,21,57,32,11,145,3,36,65,329,255,276,212,110,49,1336,0,0,0,3,7,7,15,6,3,46,0,0,0,0,0,0,0,0,0,3,0,0,0,25,19,15,6,3,0,68,4,14,19,132,76,71,28,7,3,364,0,0,0,14,0,8,6,3,3,31,0,3,0,22,24,49,73,61,34,268,0,0,0,8,4,3,9,0,0,23,0,5,15,48,32,24,20,11,0,155,0,0,0,3,3,0,10,6,0,28,0,0,0,3,3,3,0,0,0,14,0,0,0,13,5,0,3,0,0,25,0,5,12,63,28,20,3,0,0,129,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,16,11,43,26,36,21,7,3,173
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,7,0,5,3,23,20,19,12,8,0,88,0,0,0,3,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,23,10,8,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,12
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,17,8,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,12
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,4,7,11,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10
LGA17750,0,0,0,0,0,0,0,0,0,3,0,10,6,40,4,0,0,0,0,57,0,5,0,22,0,3,0,0,0,30,0,0,0,0,0,12,19,9,6,48,3,11,24,51,42,53,20,8,3,204,0,0,0,0,5,0,7,5,0,15,3,11,5,18,3,0,3,0,0,41,0,3,0,7,3,4,0,0,0,23,7,32,17,92,30,21,13,3,0,218,0,0,0,3,3,0,0,3,3,11,0,3,8,5,18,9,18,0,6,72,0,0,4,3,6,0,0,0,0,20,0,16,13,40,18,6,4,3,0,110,0,0,0,0,4,3,0,4,3,15,0,3,3,28,8,3,3,0,0,49,0,0,7,17,3,0,0,0,0,23,0,0,3,17,9,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,23,12,7,8,0,0,63
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,8,0,0,0,3,6,7,3,3,3,34,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,6,5,15,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,0,13,4,13,6,4,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5
LGA18050,0,0,0,5,3,10,0,0,0,21,0,0,0,5,0,0,0,0,3,10,0,0,3,14,0,0,0,0,0,21,0,4,3,50,8,9,9,7,8,95,3,22,56,453,152,97,61,25,6,873,0,0,3,31,8,7,5,0,0,56,0,0,0,6,7,0,0,0,0,16,0,0,0,14,10,3,0,0,0,25,0,9,23,127,44,32,16,3,0,261,0,0,3,86,11,22,41,15,30,203,0,0,10,83,18,16,19,10,3,153,6,12,11,38,13,13,11,9,0,115,4,27,115,517,305,218,129,99,28,1440,0,0,0,7,11,7,3,5,3,37,0,0,3,7,3,0,4,5,0,20,0,0,5,29,10,3,7,0,0,56,3,6,9,85,24,7,5,0,0,145,0,0,0,13,8,0,0,0,0,18,0,0,0,12,3,0,0,3,5,22,13,54,45,310,50,35,6,3,3,525
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,3,4,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,5,6,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6
LGA18230,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,15,74,0,0,0,0,0,99,0,0,0,8,3,11,12,10,3,45,0,8,19,62,36,32,25,11,5,185,0,0,0,3,0,3,0,0,0,10,3,7,0,20,0,0,0,0,0,29,0,0,0,3,4,0,0,0,0,11,6,16,21,58,23,16,11,3,0,145,0,0,0,3,0,3,0,0,0,9,0,0,0,3,4,10,11,5,0,39,0,3,0,4,0,5,0,0,0,13,0,9,12,18,3,4,4,3,0,55,0,0,0,0,0,0,0,0,0,3,4,3,11,30,14,0,3,0,0,73,0,0,3,8,0,0,0,0,0,17,0,6,0,10,4,4,0,0,0,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,12,0,9,3,0,3,42
LGA18250,0,0,0,12,3,4,0,4,0,22,0,0,4,12,4,4,3,0,4,26,0,15,26,123,3,0,0,0,0,168,3,8,0,10,3,10,10,5,6,60,5,47,68,219,148,120,68,27,21,723,0,0,0,10,9,7,4,0,0,23,3,3,0,44,3,0,3,0,0,62,0,0,0,29,29,29,19,27,12,144,10,31,49,298,85,55,40,6,3,567,0,0,3,38,5,26,15,5,9,93,0,0,4,21,24,14,10,14,0,88,11,36,32,95,36,36,27,9,3,280,4,11,23,130,69,39,35,11,7,326,0,0,0,3,4,6,3,0,0,25,0,0,0,39,16,4,12,3,3,75,8,5,61,346,55,68,31,9,0,587,6,17,22,213,45,25,9,0,0,324,0,0,0,4,8,0,10,13,0,37,0,3,0,15,10,11,7,6,3,50,17,59,23,88,45,25,11,5,3,274
LGA18350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,8,50,0,4,0,0,0,63,0,0,0,3,6,21,44,16,14,103,3,8,16,76,66,82,93,36,7,396,0,0,0,3,0,0,8,3,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,10,7,9,0,0,0,28,0,0,10,39,18,15,11,0,0,91,0,0,0,4,3,9,9,6,5,42,0,3,3,10,18,39,49,36,12,174,0,6,7,3,5,3,0,0,0,27,0,3,6,30,18,19,33,6,0,120,0,0,0,0,6,0,3,3,0,18,0,0,0,6,0,0,0,3,3,13,0,3,3,9,4,3,0,3,0,23,3,0,0,20,7,5,0,0,0,27,0,0,0,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,4,14,22,22,20,21,4,0,107
LGA18400,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,3,3,6,23,22,6,3,68,4,7,12,72,61,51,24,8,0,244,0,0,0,6,10,3,10,3,0,32,0,0,0,7,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,13,0,3,0,24,20,25,10,3,0,86,0,0,0,4,0,5,0,0,0,18,0,0,0,22,22,39,28,10,9,126,0,0,4,3,7,5,0,0,0,16,0,9,15,36,9,7,6,6,0,86,0,0,0,0,4,4,3,3,3,24,0,0,3,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,5,3,17,8,4,0,0,0,36,0,0,0,0,3,0,0,3,0,11,0,0,0,5,3,3,0,0,0,7,0,3,8,16,10,14,6,4,0,63
LGA18450,0,0,0,5,5,4,0,3,0,17,3,5,18,54,14,9,9,0,0,109,0,0,4,25,0,0,0,0,0,31,0,6,7,23,16,66,124,85,45,368,0,62,109,351,223,181,102,42,21,1093,0,0,0,9,11,22,25,22,6,95,0,5,7,52,6,6,3,0,0,75,0,3,0,19,13,6,0,3,0,54,7,30,38,265,116,192,85,14,4,753,0,3,3,49,17,41,32,35,39,205,0,12,3,42,137,157,203,140,58,747,3,5,5,28,9,9,4,3,0,70,0,19,25,92,42,48,27,14,3,277,0,0,3,23,34,58,59,51,20,244,3,6,19,50,19,14,8,8,3,141,0,4,5,36,16,9,4,0,0,74,7,37,69,190,58,35,8,0,0,406,0,6,12,172,266,344,365,250,51,1475,0,3,7,53,93,36,52,20,0,263,9,25,54,127,48,42,39,4,0,354
LGA18500,0,0,3,4,0,0,3,0,0,13,0,0,0,0,0,3,4,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,3,31,12,3,24,3,3,68,5,21,55,326,151,129,93,43,13,832,0,0,0,13,3,0,3,3,0,31,0,0,0,0,3,0,0,0,0,6,0,0,8,8,8,0,0,0,3,37,0,10,18,95,38,24,9,0,0,196,0,0,4,29,8,16,28,23,36,139,0,3,3,51,14,16,19,14,5,122,8,43,15,38,13,18,8,3,0,147,3,9,60,308,179,227,152,86,25,1049,0,0,0,0,6,11,5,0,0,22,0,0,0,17,11,8,3,3,0,38,3,0,0,16,9,3,0,0,0,38,0,3,5,56,9,8,5,0,0,88,0,0,0,4,0,0,0,0,0,6,0,0,0,14,11,0,3,3,0,28,23,60,50,167,69,33,37,9,7,446
LGA18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,11,3,0,32,3,3,13,27,24,17,12,8,0,106,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,0,0,0,18,0,0,0,3,3,3,3,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,4,4,9,5,0,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18,5,9,4,0,0,41
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,10,4,0,0,0,0,0,14,0,0,3,5,0,4,6,0,0,18,4,6,9,44,23,28,24,0,0,136,0,0,3,3,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,10,0,0,4,24,5,11,0,3,0,52,0,0,3,4,0,0,0,0,0,10,0,0,3,7,0,5,3,3,0,25,0,0,0,3,3,0,0,0,0,9,3,3,0,14,0,6,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,27,0,0,0,0,0,38,0,0,10,13,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,5,9,13,5,6,0,0,0,37
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
