LGA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA10050,0,0,0,7,12,3,0,0,0,20,3,25,27,112,48,37,19,0,0,283,0,0,0,7,0,7,7,3,13,37,0,0,0,17,24,41,38,28,8,163,3,0,0,9,5,3,0,0,0,21,0,10,21,40,33,15,10,6,4,132,0,0,0,3,5,3,9,9,6,29,5,9,9,56,11,10,0,0,0,102,0,0,0,3,0,0,0,0,0,4,0,6,7,30,11,6,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,13,32,15,18,9,3,0,102,0,5,3,19,3,0,3,0,0,35,0,0,0,10,7,11,15,0,0,45,0,4,8,10,4,3,0,0,0,32,5,42,44,298,136,96,114,86,38,860,193,331,463,946,473,531,442,382,184,3949,3286,6328,6755,12697,6497,6372,4907,2913,1329,51076
LGA10130,0,3,3,18,11,4,0,0,0,48,0,11,23,85,12,13,0,0,0,154,0,0,0,3,0,3,0,3,0,10,0,5,10,8,14,17,25,9,4,97,0,9,0,5,0,4,0,3,0,24,0,9,21,22,22,12,8,3,0,89,0,0,0,0,0,0,0,0,0,0,0,9,8,31,5,9,0,4,0,63,0,0,5,34,0,0,0,0,0,43,0,3,3,16,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,18,34,21,29,23,4,0,148,0,8,5,33,4,0,0,0,0,50,0,9,0,7,9,3,6,0,4,32,0,0,7,10,6,3,0,0,0,24,29,73,75,245,60,48,37,21,3,594,93,185,471,523,341,309,247,184,69,2425,1669,3667,5352,6560,3657,3552,2747,1595,649,29449
LGA10250,0,0,3,14,27,19,3,0,0,68,0,8,7,40,15,20,13,3,0,110,0,0,0,3,0,3,3,0,4,20,0,6,8,20,27,27,43,26,8,172,3,0,0,7,5,3,0,0,0,25,0,11,13,49,45,33,43,22,6,232,0,0,0,0,0,0,5,0,0,11,0,0,0,5,3,5,6,0,3,27,0,0,0,6,0,0,0,0,0,4,0,6,12,25,15,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,10,7,34,32,28,25,9,0,146,0,3,0,14,8,0,0,0,0,30,0,0,0,6,4,12,15,10,3,53,0,3,0,5,10,3,8,0,0,33,3,17,14,113,64,66,68,42,18,404,121,272,246,582,466,522,437,323,233,3195,2072,4856,3953,8243,5759,6434,5503,3203,1755,41790
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,0,0,0,0,20,7,29,30,59,36,53,32,25,9,281,143,336,264,503,290,377,202,131,35,2287
LGA10470,0,0,0,11,15,6,0,0,0,29,8,15,18,63,24,16,4,3,0,155,0,0,0,0,0,5,3,6,0,19,3,4,10,15,28,39,39,27,4,162,0,0,0,7,5,5,3,3,0,22,0,4,16,36,13,9,11,0,0,103,0,0,0,0,4,3,3,4,0,14,0,7,6,18,17,3,5,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,7,27,9,3,0,0,0,49,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,10,22,7,7,6,0,0,72,3,3,8,33,12,0,0,0,0,65,0,0,0,0,11,3,3,3,0,21,0,0,4,4,5,6,3,0,0,21,4,10,32,78,51,46,44,26,13,297,120,254,533,637,397,428,390,263,174,3195,2546,5571,6125,10051,5238,4991,3862,2019,892,41300
LGA10550,0,0,0,4,11,5,4,0,0,18,4,7,3,38,22,29,5,3,4,120,0,0,0,5,4,4,3,6,3,25,0,0,0,8,14,39,64,33,6,159,3,0,0,4,3,7,0,0,0,16,0,3,3,19,6,20,18,10,6,85,0,0,0,0,0,5,0,9,0,16,0,0,0,0,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,3,3,3,9,29,8,8,0,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,8,4,28,12,28,39,7,3,131,0,0,0,13,3,0,0,0,0,20,0,0,0,3,7,12,11,5,0,38,0,0,0,0,0,3,6,0,0,11,3,11,7,59,56,66,85,60,15,359,75,235,219,499,472,568,449,293,133,2946,1468,3789,2982,5601,4648,6154,5060,2546,999,33253
LGA10600,0,0,0,3,3,3,0,0,0,14,0,0,0,3,9,6,0,0,0,20,0,0,0,0,0,0,4,0,0,5,0,0,0,8,10,14,20,13,6,65,0,0,0,3,3,0,0,0,0,7,0,0,0,13,9,9,4,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,8,12,13,17,3,0,50,0,0,0,3,0,0,0,0,0,3,0,0,0,7,5,7,6,0,3,26,0,0,0,0,3,5,0,0,0,7,3,7,3,29,25,30,25,20,3,152,26,117,67,173,154,188,148,91,40,1005,605,1594,1115,2276,1824,2240,1718,924,368,12668
LGA10650,0,0,0,0,0,0,0,0,0,0,3,5,3,11,8,10,0,3,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,7,14,3,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,3,0,0,0,0,0,4,3,7,0,12,8,7,9,4,3,55,45,85,88,182,106,150,154,104,36,948,471,972,756,1596,936,1304,1370,739,313,8462
LGA10750,0,0,16,50,42,23,4,4,0,143,130,998,2069,8231,4494,3757,1657,378,203,21917,0,10,15,181,100,225,155,95,150,932,0,19,18,95,168,203,211,128,50,894,16,74,76,128,82,97,49,15,8,541,10,113,221,616,357,262,138,62,11,1787,0,0,4,80,84,116,111,102,29,525,38,232,385,2182,843,668,372,140,45,4895,8,8,26,148,28,52,18,0,3,287,10,42,77,312,100,58,18,7,0,621,0,0,3,33,38,51,42,17,0,192,11,15,90,413,393,214,145,44,5,1335,24,146,170,259,102,74,33,7,0,816,3,7,41,374,216,239,72,19,12,990,0,5,0,22,21,30,28,25,3,124,0,13,80,127,62,29,5,0,0,324,154,878,1855,5059,2861,2290,1412,773,341,15616,1300,2280,2263,5329,2451,2122,1571,850,350,18522,26928,49739,46120,103650,42063,33702,21536,9674,3553,336962
LGA10800,5,6,7,7,0,0,0,0,0,25,0,3,0,9,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,3,6,0,8,5,8,0,3,0,29,29,79,65,142,96,112,98,85,69,769,351,876,599,1269,709,866,626,442,211,5955
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,13,0,0,0,3,0,3,0,0,0,8,0,0,0,0,3,6,4,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,5,3,0,35,20,53,57,134,107,100,69,52,13,606,451,1058,786,1574,1029,1014,759,426,165,7257
LGA10900,0,0,0,17,23,19,4,8,0,74,0,13,26,98,41,49,28,3,0,258,0,0,4,42,20,64,33,18,8,179,0,21,6,50,85,117,157,72,26,539,0,3,7,23,11,6,4,4,0,67,0,8,10,80,58,61,51,20,3,288,0,0,0,10,9,17,11,4,0,56,0,0,3,16,16,10,10,11,0,59,0,7,3,13,6,4,0,0,0,28,3,5,17,69,12,13,3,0,0,126,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,6,3,3,0,16,3,30,29,96,96,85,88,23,6,445,3,3,42,64,12,4,3,0,0,129,0,0,0,9,34,24,40,12,5,133,0,0,0,8,11,12,0,0,0,33,12,38,58,311,237,253,303,137,67,1411,150,337,313,826,594,672,612,306,109,3921,4232,9837,8402,16671,10982,11758,9280,4107,1630,76904
LGA10950,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,4,0,3,0,0,0,9,31,33,35,82,53,41,24,14,14,334,207,344,323,614,394,280,284,187,65,2692
LGA11100,0,5,3,9,8,5,0,0,0,28,7,53,86,461,199,170,70,25,8,1080,3,0,3,55,23,34,23,9,3,143,0,0,6,47,40,31,35,13,0,179,0,6,15,65,10,17,14,5,0,133,3,4,24,107,57,28,15,10,0,249,0,0,5,10,20,18,11,13,3,79,0,0,8,40,20,18,13,4,3,114,0,6,15,87,8,9,8,0,0,140,3,18,27,320,42,29,9,0,0,440,0,0,0,12,5,14,17,16,0,62,0,3,14,86,114,67,50,29,0,365,0,11,22,44,19,14,0,5,0,114,3,6,24,119,47,38,15,10,0,271,3,4,3,13,13,3,3,3,0,39,0,0,3,13,5,3,0,0,0,27,23,84,205,1174,427,500,451,244,90,3191,171,283,419,1149,410,362,258,172,55,3282,2895,5024,6447,15920,5846,4430,3269,2052,765,46654
LGA11150,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,16,46,68,44,126,102,71,47,36,13,560,222,395,286,661,401,309,209,110,40,2634
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,9,6,15,15,45,34,31,13,4,0,166,124,255,213,393,270,216,110,45,21,1651
LGA11250,0,0,0,0,0,0,0,0,0,0,0,18,6,54,23,15,7,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,5,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,10,12,6,0,63,58,103,114,335,220,252,237,137,82,1543,974,1972,1911,3970,2356,2663,2049,1219,593,17708
LGA11300,0,0,0,11,10,10,3,6,8,55,0,11,26,229,55,52,43,13,3,438,0,0,3,29,5,25,18,11,19,113,0,0,0,4,4,11,14,10,5,45,3,11,28,35,14,11,10,6,0,115,0,3,3,13,12,5,7,6,0,59,0,0,0,0,3,3,9,11,6,34,0,3,7,64,33,45,30,18,9,210,0,3,52,270,23,26,17,8,0,403,0,0,37,183,23,5,4,0,0,252,0,0,0,0,8,3,4,0,0,15,0,0,3,26,20,10,12,11,0,84,3,8,13,26,17,7,12,4,0,88,4,10,127,275,146,144,58,25,6,799,0,0,0,3,0,0,0,0,3,11,0,0,3,3,0,0,0,0,0,7,6,27,75,363,158,156,143,105,77,1113,98,108,339,670,221,190,146,120,88,1983,1670,3129,6559,12241,4337,3615,2484,1798,976,36809
LGA11350,0,0,0,25,9,8,0,0,0,47,0,3,4,13,14,10,3,3,0,57,0,0,0,18,3,4,0,3,3,31,0,0,4,23,16,33,23,14,6,109,0,0,0,3,4,4,0,0,0,15,0,0,8,47,39,40,33,6,3,176,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,3,0,0,0,20,0,4,0,3,3,0,0,0,0,14,0,9,11,28,8,5,6,0,0,65,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,8,5,11,33,93,58,57,62,12,3,332,0,0,0,6,3,5,0,0,0,19,0,0,4,7,11,3,8,0,0,32,0,0,0,7,7,7,3,0,0,24,9,42,49,350,135,122,71,22,16,809,167,432,354,1147,722,785,480,170,113,4364,1553,3739,2806,7776,4879,5482,3371,1270,687,31556
LGA11400,0,0,0,0,3,0,0,0,0,5,0,7,0,15,3,3,0,0,0,36,0,0,0,4,0,0,0,0,0,3,0,3,0,7,3,4,5,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,6,0,3,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,0,0,0,9,0,3,0,14,15,20,11,5,0,73,46,104,90,220,175,146,160,87,41,1074,831,2054,1420,2753,1887,1782,1559,792,306,13386
LGA11450,0,0,5,17,11,6,0,4,0,43,4,16,37,269,110,85,23,0,3,543,0,3,3,65,21,16,25,12,6,146,3,18,20,80,70,105,79,42,10,420,0,3,10,18,6,6,6,3,0,63,3,15,44,144,83,36,30,12,0,371,0,0,0,16,21,26,12,7,0,87,0,8,4,48,36,14,6,9,0,132,0,0,0,34,5,7,0,0,0,51,3,5,12,83,21,11,5,0,0,140,0,0,0,22,25,18,10,3,0,76,0,0,3,15,11,0,0,0,0,34,4,29,24,60,32,21,10,0,0,179,0,5,9,84,30,21,4,3,0,161,0,4,7,17,19,11,18,9,5,96,0,10,35,64,29,17,0,0,0,151,12,33,74,636,382,297,170,77,26,1701,270,427,441,1223,535,413,320,182,98,3909,6552,12151,10195,23860,9839,7377,4977,2292,980,78218
LGA11500,0,3,16,30,21,16,4,0,0,86,27,199,405,1514,870,684,313,67,28,4111,0,0,10,116,69,142,90,37,13,477,0,9,6,72,102,228,236,95,19,764,3,5,16,37,18,28,8,7,0,123,3,18,64,289,156,168,139,47,9,905,0,0,8,19,34,27,36,29,5,154,12,47,43,239,114,87,49,23,7,638,0,0,6,48,10,16,0,0,0,84,11,18,56,283,95,58,38,0,0,555,0,0,6,40,60,38,29,9,0,186,0,3,0,31,16,12,6,3,0,77,11,30,40,107,51,27,28,5,0,303,10,20,54,368,177,153,39,21,3,843,0,0,4,17,19,39,28,15,4,122,0,16,45,75,38,10,5,0,0,195,47,311,546,2366,1665,1357,849,363,95,7600,628,1221,1320,2743,1250,1241,1023,534,391,10371,11605,22257,22104,44407,19566,18553,12079,4780,1666,157006
