LGA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA13800,0,0,3,5,14,8,0,0,0,34,0,15,21,101,73,33,13,5,0,261,0,0,0,12,10,9,8,3,3,43,0,6,5,31,51,60,60,28,9,250,0,0,0,4,10,11,4,4,0,35,0,11,41,80,56,26,22,8,3,248,0,0,0,0,12,19,14,3,0,49,0,0,0,10,5,7,4,0,0,30,0,0,0,11,0,3,3,0,0,14,4,7,9,45,7,9,3,0,0,87,0,0,0,9,7,26,17,15,0,70,0,0,0,5,4,4,0,0,0,12,3,12,5,39,20,28,20,7,0,142,0,3,11,24,9,9,3,0,0,60,0,0,3,12,10,12,14,9,5,68,0,0,0,8,6,8,3,3,0,24,0,10,35,164,130,109,115,65,26,652,184,369,511,934,703,574,489,246,101,4109,4101,8769,8970,16143,9554,7833,5571,2640,1010,64592
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,18,10,43,33,79,68,52,61,38,15,407,143,378,327,575,461,424,358,233,60,2946
LGA13910,0,0,0,0,5,3,0,0,0,9,3,11,5,19,4,4,3,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,6,8,0,36,0,0,0,0,0,0,0,0,0,4,0,0,3,13,3,0,0,0,0,19,0,0,0,0,0,0,10,0,0,11,0,0,0,4,0,3,0,0,0,9,0,0,0,6,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,5,6,3,5,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,3,3,4,25,6,11,26,8,0,96,60,138,140,291,226,243,236,136,51,1532,1102,2511,2046,3699,2439,2535,2396,1254,516,18498
LGA14000,0,0,0,39,41,35,9,9,0,138,19,96,131,780,318,275,135,39,21,1812,0,0,4,101,44,120,58,19,12,363,0,33,24,85,131,95,110,84,42,606,17,107,107,138,130,117,65,26,5,714,20,193,281,559,428,282,156,80,31,2018,0,0,0,15,16,22,14,9,4,85,9,74,103,477,394,326,165,76,28,1659,6,27,47,264,96,107,58,12,0,611,3,13,60,221,65,40,7,4,0,415,0,0,0,7,4,5,3,0,0,23,0,3,0,18,34,20,0,5,0,93,20,159,105,211,114,92,47,18,9,786,12,18,33,242,137,111,33,3,6,589,3,7,7,34,52,28,24,19,6,173,0,8,16,100,50,49,19,6,0,241,40,261,293,1302,797,542,463,295,170,4164,226,431,479,1297,701,582,499,430,278,4926,8284,19590,18049,35394,21080,17202,12158,7073,3841,142667
LGA14100,0,0,0,3,3,3,3,0,0,12,0,5,4,26,9,14,7,0,0,64,0,0,0,14,4,9,8,0,17,49,0,0,0,11,12,8,10,7,4,60,0,12,5,12,10,6,8,4,0,57,0,8,7,43,20,19,8,17,30,145,0,0,0,0,3,0,0,3,3,11,0,0,0,12,9,6,6,0,0,32,0,0,3,8,5,3,6,0,0,29,0,3,3,7,6,0,3,0,0,23,0,0,0,0,0,0,3,7,0,6,0,0,0,9,15,3,0,3,0,27,3,24,19,16,21,18,12,4,0,119,0,0,0,29,25,5,3,3,0,64,0,0,0,3,7,3,5,4,3,23,0,0,0,10,3,0,0,0,0,18,0,17,23,104,59,48,43,53,96,436,34,68,89,169,103,98,89,72,85,813,718,1937,1846,2836,2004,1640,1425,856,746,13999
LGA14170,0,4,8,71,43,29,3,6,4,165,15,83,152,1074,289,253,158,28,13,2068,3,0,12,224,37,101,52,32,32,489,0,10,28,324,194,151,99,54,11,874,15,33,35,193,80,41,37,9,3,441,3,9,72,461,153,112,65,14,4,898,0,0,0,25,34,36,40,32,7,180,0,7,24,167,52,51,26,20,5,343,0,16,34,256,33,23,11,3,0,384,13,37,149,1006,148,100,36,3,3,1484,0,3,3,43,44,77,75,67,14,331,0,7,25,191,87,63,55,19,0,443,57,126,139,687,247,127,83,25,6,1498,21,76,388,1164,514,619,236,121,68,3204,0,0,3,101,63,33,25,6,0,234,0,0,6,64,32,9,3,0,0,113,49,163,442,3045,1074,956,969,593,254,7545,645,956,1413,5710,1919,1466,987,559,254,13919,10743,17165,19516,68655,25239,18512,12191,6838,3170,182043
LGA14200,0,3,0,3,0,0,0,0,0,12,5,31,30,63,31,7,3,0,0,176,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,7,3,13,3,33,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,8,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,49,10,8,4,0,0,108,0,0,7,12,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,3,0,0,6,0,17,6,35,10,8,14,8,0,98,70,147,150,316,218,256,226,130,47,1566,1082,2242,1939,3462,2064,2192,1921,1165,408,16483
LGA14300,0,0,0,4,0,3,0,0,0,5,0,3,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,14,45,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,10,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,3,7,0,4,0,32,28,70,66,128,94,112,81,32,14,630,340,780,728,1721,840,862,624,279,115,6295
LGA14350,0,0,0,8,5,6,3,0,0,18,5,7,5,50,20,18,10,3,0,121,0,0,0,0,0,3,0,0,3,11,0,3,0,6,9,23,21,10,6,80,0,0,0,0,4,3,0,0,0,5,0,3,4,5,7,5,6,4,0,37,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,6,17,0,0,0,0,0,22,5,5,4,10,4,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,4,9,16,3,0,49,0,0,0,10,3,0,0,0,0,12,0,0,0,4,3,3,4,3,0,20,0,0,0,3,4,0,0,0,0,10,0,0,4,37,31,32,42,25,12,184,105,273,237,534,425,529,447,243,96,2894,1538,3429,2988,5566,3719,4723,4042,1997,867,28885
LGA14400,0,0,0,3,8,3,0,0,0,11,0,0,0,11,7,7,8,0,0,29,0,0,0,4,0,8,0,3,0,13,3,6,3,12,12,25,43,25,13,141,0,0,0,0,0,3,3,0,0,11,0,3,6,28,15,19,15,3,7,101,0,0,0,0,0,3,3,0,0,5,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,9,18,5,0,0,0,0,41,0,0,0,0,7,14,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,7,11,18,18,20,16,6,3,91,0,0,0,3,4,0,0,0,0,5,0,0,0,4,8,9,9,3,3,35,0,0,0,3,3,4,0,0,0,17,6,5,8,40,33,48,58,25,8,236,47,101,120,281,226,221,218,138,110,1471,1109,2502,2310,4202,2828,3466,2846,1498,704,21464
LGA14500,0,5,5,41,90,69,24,36,7,284,3,31,44,248,104,81,43,16,8,574,0,12,3,59,36,55,43,25,12,243,0,24,31,72,144,96,86,71,42,559,16,170,129,157,110,90,57,25,4,756,35,323,476,979,900,717,316,156,60,3956,0,0,0,6,14,14,5,9,0,45,0,12,35,171,157,106,57,33,7,577,19,35,72,438,114,123,84,16,0,894,7,24,35,124,47,23,13,3,3,273,0,0,3,9,9,3,0,7,0,25,0,10,4,17,26,24,6,3,3,89,35,250,155,187,188,122,67,30,8,1048,3,7,10,197,107,64,23,5,5,421,0,8,6,33,37,27,30,17,4,164,0,6,18,82,88,67,12,7,0,280,36,233,237,918,683,454,376,265,137,3343,151,418,541,889,635,453,440,407,480,4415,6027,17836,15929,24748,18515,13543,10518,6907,4036,118053
LGA14550,0,0,0,7,3,4,3,0,0,12,0,0,7,11,6,3,3,0,0,29,0,0,0,0,0,3,0,0,0,5,0,0,0,4,4,12,6,3,0,33,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,5,3,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,6,0,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,10,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,3,0,0,14,0,3,3,14,17,20,13,3,0,75,31,90,73,151,182,182,134,84,26,953,388,1071,831,1485,1358,1747,1217,594,239,8940
LGA14600,0,0,0,3,0,0,0,0,0,3,3,3,0,19,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,4,4,4,23,54,86,78,176,109,99,101,67,26,802,497,859,668,1390,708,814,651,447,172,6194
LGA14650,0,0,7,53,41,37,14,3,0,154,12,43,69,263,125,136,39,4,4,695,0,0,0,32,13,34,49,32,40,200,3,28,18,90,124,164,250,142,54,874,0,3,15,18,21,9,7,12,0,80,0,39,96,187,147,105,51,41,7,674,0,0,0,8,19,24,35,20,8,110,0,12,6,54,27,25,20,14,0,156,0,3,3,10,3,5,0,3,0,20,12,23,30,154,38,20,6,0,0,274,0,0,0,18,43,64,75,53,21,265,0,0,0,4,7,6,4,0,0,23,6,78,54,139,86,72,48,18,0,504,3,4,13,62,36,16,4,3,0,138,0,8,9,36,56,42,49,32,14,243,0,5,12,56,14,30,3,0,0,115,17,98,109,470,307,258,330,205,129,1923,346,660,811,1981,1295,1374,1425,971,565,9424,11845,24267,23111,45369,26085,26105,22286,12635,5681,197371
LGA14700,0,0,0,17,10,7,9,0,0,40,5,27,27,228,57,36,12,4,8,404,3,0,0,56,9,34,16,7,5,132,0,3,8,43,38,20,35,10,13,171,8,30,16,58,24,19,19,4,0,174,7,13,28,206,74,66,37,11,7,440,0,0,0,6,6,7,0,7,0,32,0,0,7,75,22,21,10,7,3,143,3,3,10,85,12,12,6,0,0,130,0,7,13,106,15,10,8,0,0,169,0,0,0,9,9,6,0,7,0,32,0,0,3,25,10,8,3,10,0,56,13,59,45,115,54,46,25,10,0,361,0,3,13,68,24,17,3,0,0,128,0,0,0,19,11,12,15,4,5,53,0,3,7,21,12,12,3,0,0,61,26,80,76,760,189,146,131,84,42,1528,88,123,155,692,201,196,128,84,49,1712,2425,4247,3938,12148,4673,3682,2708,1453,777,36051
LGA14750,0,0,0,3,0,0,0,0,0,6,3,14,14,46,10,5,0,0,0,92,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,20,0,0,0,0,0,0,0,0,0,0,0,3,9,9,6,5,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,3,6,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,4,6,11,14,10,7,5,10,0,57,53,122,125,236,161,178,143,104,41,1172,702,1595,1536,2422,1481,1409,1074,708,239,11168
LGA14850,0,3,0,19,16,8,0,0,0,49,3,14,18,48,41,28,11,0,0,160,0,0,0,3,4,5,3,3,4,20,0,4,3,14,16,26,20,10,11,98,0,0,0,5,7,0,0,0,0,15,5,9,15,29,20,18,11,3,6,112,0,0,0,0,0,4,3,0,0,11,0,0,0,6,0,0,0,0,0,15,0,0,3,9,3,0,0,0,0,17,0,3,5,23,15,4,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,44,24,28,32,5,3,150,0,5,3,25,10,3,0,0,0,52,0,0,0,0,0,8,9,3,0,24,0,0,7,7,7,11,3,0,0,34,5,25,45,116,60,93,65,30,11,453,130,307,464,808,543,652,432,243,150,3727,2256,5453,5235,9526,6124,6691,4429,2270,1148,43135
LGA14870,0,0,0,0,3,0,0,0,0,12,3,7,3,25,25,20,4,0,0,94,0,0,0,0,0,10,6,0,3,19,0,3,0,13,11,24,37,9,6,103,0,0,0,4,0,0,0,0,0,6,0,0,0,4,9,3,8,3,0,27,0,0,0,0,3,3,4,0,0,8,0,3,0,4,0,5,3,0,0,15,0,0,3,3,3,0,0,0,0,4,0,0,10,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,9,3,8,10,4,0,42,0,0,7,28,7,5,0,0,0,40,0,0,0,4,11,5,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,37,27,35,33,28,3,168,109,218,199,489,333,374,376,183,75,2342,1178,2413,2292,4602,2865,3091,2751,1382,516,21090
LGA14900,0,7,8,26,8,5,3,0,0,61,12,114,281,1433,857,848,286,74,35,3945,0,3,9,154,113,219,99,55,35,692,0,0,9,39,54,99,80,56,20,358,6,8,14,52,25,36,16,7,0,164,3,17,47,158,96,75,61,17,6,493,0,0,18,264,217,229,163,84,11,997,3,35,38,155,110,116,58,27,10,544,0,8,14,65,21,11,15,0,0,132,3,19,58,410,96,65,27,8,0,679,3,12,51,326,249,256,215,47,13,1167,4,25,57,226,203,83,52,20,0,670,13,45,55,106,32,22,7,4,0,282,23,115,375,2722,1596,1266,360,140,43,6651,0,3,0,13,7,14,7,7,3,56,0,48,104,148,78,14,4,3,0,393,109,603,994,4076,2716,2180,1442,610,207,12938,1050,1909,2002,4639,2062,1668,1163,670,266,15427,15611,30691,29436,59456,27132,20680,12609,6433,2283,204326
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,10,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,5,0,4,0,22,26,92,68,162,116,165,113,76,15,842,456,986,757,1590,1005,1188,976,543,191,7687
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,32,30,43,59,47,48,47,19,332,198,440,302,559,429,484,372,231,101,3119
LGA15050,0,0,0,3,7,0,0,0,0,22,3,27,27,142,86,43,22,9,3,359,0,0,0,8,6,11,14,13,16,67,0,13,3,44,38,71,47,31,13,261,0,3,0,5,3,5,0,0,0,18,3,35,40,108,69,25,9,5,3,309,0,0,0,6,4,0,3,7,3,18,0,0,3,29,3,3,3,0,0,38,0,3,0,24,0,0,0,0,0,30,3,8,10,31,11,10,0,0,0,76,0,0,0,0,3,0,0,0,0,5,0,0,3,0,4,3,0,0,0,6,3,17,14,45,25,24,14,5,0,136,0,0,13,21,10,3,0,0,0,51,0,0,3,12,28,7,4,9,3,62,0,15,22,59,18,10,0,0,0,116,0,21,30,186,91,87,76,32,17,544,209,424,395,1065,574,530,484,319,156,4166,5761,11142,9744,20755,9977,8843,6554,3253,1280,77305
LGA15240,0,0,0,10,14,19,3,6,0,52,0,17,21,108,62,62,31,9,0,304,0,0,0,10,3,11,19,15,4,64,0,7,0,17,29,74,121,60,15,333,0,0,0,3,3,4,3,0,0,19,0,16,7,33,32,36,63,11,5,210,0,0,0,0,0,3,17,13,0,28,0,0,0,13,8,8,0,0,0,32,0,0,0,4,0,0,0,0,0,8,0,14,6,34,19,8,7,0,0,85,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,18,6,30,32,26,50,10,3,185,0,0,0,14,4,3,0,0,0,26,0,0,0,4,12,11,24,11,3,71,0,0,11,7,8,9,6,3,0,46,3,22,21,105,86,126,191,103,46,698,217,505,556,1142,1011,1311,1429,900,509,7568,4118,9820,8235,14966,11361,14612,15411,8365,3421,90303
LGA15270,0,0,0,0,0,0,0,0,0,3,3,7,3,32,16,18,3,0,0,78,0,0,0,0,0,0,0,11,9,16,0,0,0,3,7,20,23,6,0,57,0,0,0,0,3,0,0,0,0,3,0,8,4,24,15,11,11,3,0,71,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,10,7,9,3,0,50,0,0,0,12,9,4,0,0,0,23,0,0,0,0,3,3,6,3,0,16,0,0,0,11,0,7,0,0,0,18,0,7,3,25,28,39,41,36,11,177,141,271,252,590,409,424,396,198,51,2740,1686,3218,2430,5434,3410,3164,2823,1425,487,24076
LGA15300,0,0,0,3,0,3,3,0,0,6,0,3,8,21,11,5,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,9,5,17,9,3,0,0,0,38,0,0,0,0,0,0,3,0,0,8,0,0,0,7,0,0,0,0,0,9,0,0,3,4,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,3,0,0,0,10,0,3,3,35,7,14,16,4,0,84,109,217,190,450,254,247,200,103,28,1799,1036,1846,1530,3279,1823,1606,1224,631,176,13159
LGA15350,0,0,0,6,19,7,0,3,0,43,3,8,5,85,20,17,14,3,0,151,0,0,3,42,4,19,7,3,11,93,0,12,10,51,57,39,29,22,10,229,6,39,22,20,13,12,8,5,0,126,7,25,19,193,86,73,60,16,5,488,0,0,0,7,0,0,3,3,3,18,0,0,0,25,11,5,3,0,0,53,3,3,0,22,3,5,0,0,0,43,4,7,6,44,21,5,0,0,0,93,0,0,0,0,5,0,7,0,0,14,0,3,0,9,10,3,3,0,0,36,29,107,63,143,89,63,40,10,3,537,0,0,8,31,12,14,3,0,0,63,0,3,3,12,22,4,7,7,0,67,0,0,0,6,13,11,3,0,0,36,24,66,61,572,166,121,110,44,44,1210,90,198,186,588,286,251,188,137,90,2008,1493,3521,2858,7494,4273,3390,3000,1542,910,28475
LGA15520,0,0,0,0,0,0,0,0,0,0,0,9,4,27,6,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,25,15,3,57,0,0,0,3,0,0,0,0,0,3,3,3,0,9,3,3,3,4,0,33,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,3,0,0,15,0,0,0,6,0,0,0,0,0,6,0,0,0,4,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,12,7,8,11,3,0,45,44,80,73,178,129,222,200,128,42,1083,638,1356,1036,2203,1496,1822,1784,994,341,11680
