LGA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA14600,59,0,0,0,0,61,20,0,0,0,4,26,25,0,0,0,7,26,56,0,0,0,3,53,82,0,0,0,3,84,95,0,0,0,3,101,43,0,0,0,3,44,36,0,0,0,0,36,14,0,0,0,0,14,12,0,0,0,0,12,7,0,0,0,0,7,33,0,0,0,3,33,478,0,0,3,23,504
LGA14650,1108,65,24,0,5,1196,566,35,7,3,0,603,458,29,4,0,0,491,814,41,11,3,0,875,1200,33,8,3,0,1244,3439,167,54,8,5,3668,4651,186,51,7,4,4899,6451,156,40,10,10,6668,2741,52,27,3,0,2820,1820,19,10,0,3,1852,856,11,0,0,3,871,960,26,9,0,5,991,25060,816,240,31,33,26186
LGA14700,168,10,67,0,0,249,29,0,18,0,0,47,19,6,13,0,0,38,21,4,25,0,0,50,33,4,49,0,0,86,108,17,151,0,0,274,90,14,241,0,0,340,238,29,434,0,0,704,155,23,347,0,0,530,318,46,360,0,0,720,948,68,154,0,0,1172,123,12,66,0,0,200,2261,227,1925,0,5,4417
LGA14750,56,0,0,0,0,62,34,0,0,0,0,35,42,0,4,0,0,45,83,4,0,0,0,88,120,0,0,0,0,120,296,0,3,0,0,306,203,3,0,3,0,213,154,3,0,0,0,153,45,0,0,0,0,50,34,0,0,0,0,34,24,0,0,0,0,24,67,0,3,0,0,73,1154,11,18,3,10,1193
LGA14850,271,8,7,3,0,291,146,8,9,3,0,166,124,6,3,0,0,134,283,15,5,6,0,320,346,18,3,3,0,368,948,53,13,8,4,1026,1007,40,3,9,3,1065,831,12,3,12,5,862,292,0,0,10,0,302,194,0,0,5,0,195,110,3,0,3,0,117,210,3,0,8,0,217,4765,163,49,72,19,5067
LGA14870,94,4,0,3,0,102,79,3,0,0,0,78,55,6,0,7,0,63,119,4,0,4,0,136,184,8,0,9,0,204,470,9,0,28,6,513,374,0,0,39,3,415,344,0,0,24,3,370,148,0,0,3,3,155,96,0,0,7,0,111,45,0,0,0,0,46,111,3,0,3,0,116,2124,33,3,121,26,2300
LGA14900,831,68,49,0,0,948,278,24,30,0,0,326,249,26,19,0,0,301,370,40,48,0,0,452,596,60,72,0,0,741,1937,214,269,4,7,2425,2508,396,314,3,5,3225,4748,622,249,10,8,5633,3308,275,63,5,5,3656,3059,137,31,4,8,3243,1346,57,19,5,3,1429,999,93,44,0,7,1140,20227,2006,1205,29,50,23514
LGA14920,58,0,0,0,0,60,23,0,0,0,0,23,38,0,0,0,0,40,63,0,0,0,0,63,79,0,0,0,0,79,146,0,0,3,0,149,124,0,0,0,0,124,91,0,0,0,0,90,18,0,0,0,0,17,19,0,0,0,0,19,20,0,0,0,0,22,36,0,0,0,0,36,713,0,3,4,0,730
LGA14950,40,0,0,0,0,40,13,0,0,0,0,13,18,0,0,0,0,16,31,0,0,0,0,33,49,0,0,0,0,49,84,0,0,0,0,84,33,0,0,0,0,35,25,0,0,0,0,24,10,0,0,0,0,10,12,0,0,0,0,12,3,0,0,0,0,3,26,0,0,0,0,26,341,0,0,0,3,342
LGA15050,350,12,0,3,0,370,193,12,4,0,0,212,156,3,0,0,0,160,315,6,0,0,6,334,486,30,3,0,0,522,1532,68,6,3,3,1621,2083,66,4,3,0,2160,2700,39,0,4,3,2741,1074,3,0,0,9,1084,628,3,3,3,0,638,282,0,0,0,0,282,355,4,0,0,3,366,10152,257,29,22,27,10479
LGA15240,493,34,20,6,3,550,311,15,6,5,3,336,256,14,7,3,0,279,531,24,16,3,5,574,695,30,11,11,8,755,1739,69,44,10,5,1872,1545,47,16,4,4,1616,1364,21,9,8,10,1412,439,5,10,0,3,459,322,3,3,0,0,331,161,0,3,0,3,173,397,9,3,0,3,413,8251,269,151,51,50,8784
LGA15270,95,3,3,0,0,102,94,0,0,0,0,95,75,0,0,0,0,77,113,4,0,3,0,122,157,0,0,3,0,159,398,3,3,3,5,416,475,7,4,4,0,484,576,5,3,3,7,590,254,0,0,0,0,259,157,0,0,0,0,163,96,0,0,0,6,103,110,0,0,0,0,114,2611,24,17,17,16,2681
LGA15300,56,9,0,0,0,75,24,0,0,0,0,31,35,0,0,0,0,40,68,6,0,0,0,67,107,6,3,0,0,111,251,7,3,0,0,262,173,4,3,0,3,188,120,11,0,0,0,130,40,6,0,0,0,44,37,0,0,0,0,39,30,3,0,0,0,36,72,3,0,0,0,81,1020,54,18,6,9,1100
LGA15350,134,31,54,0,0,225,18,9,23,0,0,50,14,4,10,0,0,29,7,4,19,0,0,31,19,13,35,0,0,60,68,22,99,0,0,191,38,17,95,0,0,154,102,37,197,0,0,336,45,16,121,0,0,185,113,68,201,0,3,379,710,218,184,0,8,1110,102,24,41,0,0,165,1373,455,1081,3,12,2919
LGA15520,101,3,0,0,0,101,52,0,0,3,0,52,41,0,0,0,0,48,82,0,3,0,0,91,105,5,5,0,0,118,221,3,3,0,0,230,192,0,0,3,0,197,211,0,0,3,0,217,56,0,0,0,0,58,40,0,0,0,0,40,30,0,0,3,0,30,80,0,0,0,0,79,1209,17,15,11,3,1250
LGA15560,47,0,0,0,0,43,17,0,0,0,0,17,25,0,0,0,0,25,38,0,0,0,0,38,47,0,0,0,0,47,64,0,0,0,0,70,48,0,0,0,0,46,15,0,0,0,0,15,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,28,0,0,0,0,27,331,0,0,4,0,338
LGA15650,49,0,0,0,0,50,28,0,0,0,0,28,27,0,0,0,0,32,58,0,0,0,0,58,95,3,3,0,0,101,325,3,3,0,0,337,360,9,0,0,3,368,386,3,0,0,0,393,166,4,0,0,0,169,128,0,0,0,0,133,43,0,0,0,0,41,91,0,0,0,0,96,1761,25,6,0,10,1805
LGA15700,103,0,3,0,0,104,79,0,4,0,0,82,81,0,3,5,0,96,144,0,0,0,0,145,164,3,3,0,0,174,392,6,3,0,0,405,305,10,3,0,0,314,254,0,0,0,0,255,87,0,0,0,0,88,46,0,0,0,0,46,22,0,0,0,0,23,94,3,0,0,0,98,1769,25,20,17,7,1833
LGA15750,82,0,0,0,6,83,41,0,0,3,0,41,37,0,0,0,0,37,79,0,0,0,0,77,109,0,0,0,0,113,267,0,0,0,0,265,249,3,0,0,0,257,209,0,0,3,0,212,63,0,0,0,0,63,48,0,0,0,0,48,33,0,0,0,0,33,86,0,0,4,0,91,1297,6,7,15,8,1325
LGA15800,49,0,0,0,0,49,31,0,0,0,0,31,35,0,0,0,0,35,73,0,0,0,0,71,95,0,0,0,0,95,134,0,0,0,0,139,73,0,0,0,0,73,40,0,0,0,0,38,18,0,0,0,0,18,10,0,0,0,0,10,14,0,0,0,0,14,37,0,0,0,0,37,608,4,0,0,0,611
LGA15850,64,0,0,0,0,65,38,0,0,0,0,38,21,0,0,0,0,26,58,0,0,0,0,56,76,0,0,0,0,75,151,0,0,0,0,154,95,0,0,0,4,94,63,0,0,0,0,63,30,0,0,0,0,31,22,0,0,0,0,22,23,0,0,0,0,23,38,0,0,0,0,36,653,3,0,0,5,667
LGA15900,736,83,43,0,0,869,323,40,14,0,0,376,320,32,19,0,0,370,534,42,32,0,0,611,746,83,35,0,0,870,2229,263,125,5,3,2627,2928,308,180,3,6,3424,3984,342,175,6,6,4513,1849,132,62,0,4,2056,1295,110,54,0,0,1459,773,82,55,0,0,916,600,43,36,0,0,680,16323,1561,839,23,30,18773
LGA15950,106,83,241,0,0,429,7,16,51,0,0,72,11,16,45,0,0,77,12,13,61,0,0,85,17,26,118,0,0,161,63,85,306,0,0,450,40,70,385,0,0,496,103,161,716,0,0,987,61,116,565,0,0,743,138,222,751,0,0,1116,519,412,681,0,3,1615,73,58,116,0,0,247,1144,1275,4038,6,4,6475
LGA15990,1105,116,281,3,3,1514,279,21,82,0,0,379,253,30,92,0,0,375,325,33,132,0,0,495,419,36,175,0,0,635,1324,144,595,0,3,2071,1339,155,781,12,5,2290,2559,246,1561,11,9,4389,2221,249,1124,4,3,3609,4380,432,1200,9,5,6020,6834,488,642,7,15,7983,1131,83,235,3,4,1460,22171,2047,6896,55,55,31222
LGA16100,32,0,0,0,0,30,11,0,0,0,0,15,20,0,0,0,0,18,27,0,0,0,0,27,45,0,0,0,0,50,127,0,0,0,3,139,111,0,0,0,4,111,80,0,0,3,0,86,45,0,0,0,3,47,18,0,0,0,3,22,20,0,0,0,0,24,26,0,0,0,0,26,569,0,0,8,22,596
LGA16150,149,3,0,0,0,154,88,0,0,0,0,93,78,0,0,0,0,78,206,3,3,0,0,221,291,14,4,0,0,312,829,31,12,0,3,869,1013,27,7,0,3,1045,1039,5,0,0,4,1048,387,3,0,0,0,397,267,0,0,0,0,267,131,0,0,0,0,127,162,7,0,0,3,165,4633,97,35,3,13,4774
LGA16200,92,0,0,0,0,93,46,0,0,0,3,47,54,0,0,3,0,51,111,0,0,0,0,111,132,0,0,0,0,133,397,3,0,0,0,403,269,0,0,0,0,273,197,0,0,0,3,200,80,0,0,0,0,81,47,0,0,0,0,47,29,0,0,0,0,29,76,0,0,0,0,74,1525,12,5,4,4,1550
LGA16260,839,205,296,0,7,1346,195,54,77,3,0,334,194,49,74,0,0,318,268,80,140,0,0,483,364,119,181,3,0,670,1108,365,681,9,5,2171,1176,482,1021,3,3,2690,2318,963,1738,8,10,5041,1720,652,850,6,4,3233,2371,658,569,4,9,3614,1783,331,253,0,3,2374,583,136,162,0,3,891,12921,4093,6048,51,48,23163
LGA16350,805,52,16,0,3,874,364,27,6,0,0,393,317,23,10,0,0,348,532,57,25,0,0,617,767,83,53,3,0,912,2432,274,142,0,7,2852,3533,452,119,7,0,4111,6391,527,78,0,15,7006,3751,148,23,3,3,3925,2566,78,8,3,10,2663,1071,30,0,0,7,1108,1033,65,18,0,0,1113,23567,1815,490,22,43,25931
LGA16380,367,41,18,0,5,426,155,30,20,0,0,208,153,23,6,3,0,183,242,21,25,3,5,300,415,37,25,4,0,482,1123,96,55,10,6,1288,1442,127,66,0,4,1637,1789,64,34,4,7,1903,680,17,9,0,3,705,436,13,6,0,0,456,201,12,11,0,3,227,306,29,8,0,4,354,7305,508,275,31,35,8159
LGA16400,316,31,5,3,3,358,166,16,3,3,0,183,148,24,4,0,0,178,286,23,3,5,0,312,367,41,3,0,0,409,1116,111,15,6,3,1258,1397,102,16,6,3,1526,1716,72,17,3,7,1810,710,30,3,0,0,742,535,14,3,3,0,551,242,11,7,0,0,260,326,30,4,0,3,359,7318,510,80,37,21,7957
LGA16490,247,19,8,3,3,284,106,16,9,0,0,126,90,13,14,0,0,116,146,39,17,3,3,205,227,33,40,0,3,305,645,75,147,4,3,868,839,206,73,0,4,1126,1525,254,46,3,6,1836,1039,62,13,3,3,1115,1132,53,20,0,0,1200,616,23,0,0,3,647,285,24,11,3,3,325,6902,813,394,21,29,8160
LGA16550,279,154,257,4,3,697,58,30,48,0,0,142,52,33,50,3,0,138,64,42,77,0,0,184,100,75,109,4,0,299,280,176,358,4,0,826,223,163,447,3,0,842,457,328,844,10,4,1647,342,288,671,3,4,1308,642,557,817,5,8,2034,1517,901,501,14,9,2940,285,130,168,3,0,591,4306,2885,4352,65,40,11645
LGA16610,109,4,4,3,0,115,101,3,3,0,0,110,75,3,3,0,0,80,157,3,6,0,0,162,210,3,3,3,0,213,593,20,10,0,0,624,420,6,0,3,0,436,309,6,0,0,0,322,117,3,0,0,0,122,66,4,0,0,0,68,29,0,0,0,0,32,105,0,0,0,0,111,2296,59,31,16,3,2407
LGA16650,295,92,196,0,0,583,84,36,57,0,0,178,74,20,34,0,0,129,108,36,87,0,3,239,147,42,131,3,0,319,435,156,414,4,4,1024,425,187,637,3,0,1258,893,342,1073,7,3,2320,632,240,629,3,0,1503,965,310,362,0,5,1646,859,186,153,0,0,1203,306,99,155,0,3,563,5234,1761,3922,21,22,10968
LGA16700,524,116,158,0,0,795,129,33,33,0,0,196,109,42,39,0,0,188,126,52,58,3,0,237,207,67,114,0,3,385,561,150,326,0,0,1039,447,149,472,3,4,1079,1023,379,796,3,3,2207,700,299,457,3,0,1464,1273,324,342,0,4,1937,1672,214,131,0,10,2029,379,81,86,0,3,550,7154,1905,3008,13,29,12109
LGA16900,307,25,3,0,0,341,155,22,3,0,0,177,124,16,5,3,0,138,226,35,8,3,0,267,326,29,11,0,0,365,978,120,23,0,0,1119,1325,136,19,5,0,1485,2116,155,27,3,5,2306,931,60,3,0,8,1004,647,34,3,0,0,685,270,7,5,0,3,284,289,31,0,0,3,322,7701,656,99,14,19,8498
LGA16950,625,13,4,7,3,656,285,3,0,0,0,290,262,4,0,11,3,282,471,17,7,4,0,494,653,14,7,3,4,684,1814,46,21,6,9,1902,1949,50,16,3,4,2021,1921,10,7,0,7,1948,713,8,0,0,3,725,468,4,0,0,3,476,263,4,0,3,8,274,469,7,3,3,3,493,9889,190,75,42,45,10243
LGA17000,108,0,0,0,3,114,30,0,0,0,0,31,34,0,0,0,0,33,77,0,0,0,0,74,103,3,3,0,0,114,376,27,8,0,0,405,473,24,11,0,4,511,716,17,4,0,0,735,384,3,0,0,0,385,284,0,0,0,3,293,117,0,0,0,0,122,116,3,0,0,0,122,2818,82,28,6,14,2943
LGA17040,95,4,0,0,3,104,67,0,3,0,0,77,71,0,0,0,3,75,161,0,4,0,8,174,211,3,7,4,3,232,468,11,9,0,3,499,318,14,7,0,3,342,345,9,3,3,4,361,148,0,3,0,7,158,108,0,0,3,0,108,63,0,0,4,0,68,118,0,3,0,4,127,2169,47,46,17,41,2319
LGA17080,82,0,0,0,0,88,49,0,0,0,0,49,34,0,0,0,0,37,125,0,0,0,0,124,154,0,3,0,0,160,353,0,3,0,0,357,274,0,0,0,0,272,231,0,0,0,0,232,81,0,0,0,0,81,53,0,0,0,0,52,26,0,0,0,0,26,81,0,0,0,0,91,1545,0,10,3,6,1570
LGA17100,135,11,85,3,0,234,18,4,11,0,0,35,18,0,28,0,0,47,29,8,22,0,0,52,44,13,47,0,0,102,138,15,168,7,0,335,100,30,230,0,5,364,237,43,450,10,7,741,132,40,220,7,3,404,252,38,136,7,0,435,541,20,75,0,3,640,117,9,39,0,0,168,1776,226,1502,33,23,3563
LGA17150,1012,125,156,0,0,1292,330,38,57,0,0,426,261,35,56,0,3,351,377,65,103,0,0,546,553,110,142,3,0,803,1672,252,466,5,0,2395,1720,342,674,0,7,2738,3518,687,1091,3,3,5307,3022,580,599,7,6,4207,4796,651,396,3,16,5851,3847,307,180,9,6,4345,1031,122,123,0,3,1279,22128,3309,4042,28,48,29552
LGA17200,39,255,652,7,0,950,4,44,133,0,0,188,6,45,105,0,0,153,9,73,186,0,0,267,8,88,285,0,3,386,35,247,972,3,3,1256,39,287,1286,4,5,1612,69,550,2478,5,15,3113,33,454,1765,6,0,2257,58,919,2066,11,6,3061,156,1358,1634,8,15,3163,30,188,334,3,4,555,474,4499,11889,42,54,16964
LGA17310,275,7,0,3,6,293,163,4,0,3,0,171,161,6,0,0,0,168,329,7,3,6,0,347,487,13,3,9,3,514,1419,23,3,18,4,1465,1381,23,0,6,0,1409,1228,7,3,7,8,1247,445,0,0,4,3,448,256,0,0,0,0,259,140,0,0,0,3,145,288,3,0,0,0,298,6576,94,10,48,33,6763
LGA17350,51,0,0,0,0,51,36,0,0,0,0,37,24,0,0,0,0,24,48,0,0,0,0,52,65,3,0,0,0,67,146,0,0,5,0,147,95,0,0,0,0,93,61,0,0,0,0,59,24,0,0,0,0,24,18,0,0,0,0,18,13,0,0,0,0,13,27,0,0,0,0,32,606,7,7,5,4,622
LGA17400,57,0,0,0,0,58,44,0,0,3,0,46,34,0,0,0,0,30,56,0,0,0,0,61,69,0,0,0,0,68,123,0,0,3,3,126,85,0,0,0,0,90,68,0,0,3,0,65,13,0,0,0,0,13,9,0,0,0,0,9,13,0,0,0,0,13,27,0,0,0,0,30,596,4,0,11,3,614
LGA17420,979,109,25,0,0,1115,249,19,9,0,0,280,218,16,7,0,0,245,317,35,8,0,0,363,437,52,11,0,0,503,1396,169,52,0,0,1614,1428,202,85,3,0,1724,3084,448,160,0,7,3701,2452,386,112,0,4,2951,4001,435,68,4,4,4517,3570,212,35,3,10,3825,910,78,25,0,3,1020,19054,2161,591,13,26,21856
LGA17550,420,72,32,0,3,528,203,47,24,0,3,272,158,27,19,0,0,203,304,70,26,8,4,409,409,85,33,6,0,531,1118,218,118,7,3,1460,1316,300,77,5,5,1707,1948,198,62,6,7,2224,996,60,21,0,4,1084,669,31,6,4,4,717,322,15,4,3,3,345,395,53,23,0,3,472,8250,1171,442,44,38,9945
LGA17620,82,0,0,0,0,82,37,0,0,0,0,37,43,0,0,0,0,43,73,0,0,0,0,74,109,0,0,0,0,106,257,6,3,3,0,266,283,0,0,0,0,288,314,0,5,3,3,327,148,0,0,0,0,155,119,0,0,0,0,128,68,0,0,0,3,71,78,0,0,0,3,81,1607,7,13,7,11,1645
LGA17640,48,0,0,0,0,50,35,0,0,0,0,35,28,0,0,0,0,31,59,0,0,3,0,56,72,0,0,3,0,77,174,0,0,3,0,173,152,0,0,0,0,151,135,0,0,3,3,138,69,0,0,0,0,71,49,0,0,0,0,44,23,0,0,0,0,25,51,0,0,0,0,51,883,5,0,9,11,912
LGA17650,32,0,0,3,0,39,32,0,0,0,0,32,36,0,0,0,0,36,46,0,0,0,0,52,56,0,0,0,0,63,156,0,0,0,0,154,138,0,0,0,0,138,131,0,0,0,0,135,37,0,0,0,0,34,32,0,0,0,0,34,10,0,0,0,0,13,36,0,0,0,0,40,748,0,0,7,3,759
LGA17750,287,8,7,3,3,304,142,0,3,0,0,145,126,0,3,0,0,134,267,0,23,0,3,294,494,3,17,3,0,512,1528,22,41,4,0,1597,1693,18,20,5,5,1747,1409,4,8,11,7,1433,463,0,3,4,0,475,339,3,4,0,0,341,181,0,3,0,4,186,295,8,5,3,3,308,7214,76,135,34,25,7484
LGA17850,36,0,0,0,0,43,13,0,0,0,0,10,13,0,0,0,0,13,16,0,0,0,0,17,23,0,0,0,0,25,45,0,0,0,0,45,26,0,0,0,0,25,26,0,0,0,0,26,11,0,0,0,0,11,9,0,0,0,0,13,6,0,0,0,0,6,22,0,0,0,0,20,237,0,0,3,7,244
LGA17900,69,0,0,0,3,74,19,0,0,0,0,19,14,0,0,0,0,18,38,0,0,3,0,37,27,0,0,3,3,32,43,0,0,0,0,41,29,0,0,0,0,26,14,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,12,27,0,0,0,3,24,273,0,0,5,10,299
LGA17950,33,0,0,0,0,33,10,0,0,0,0,7,13,0,0,0,0,13,27,0,0,0,0,27,40,0,0,0,0,37,30,0,0,0,0,33,22,0,0,0,0,22,19,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,10,0,0,0,0,10,224,0,0,0,4,226
LGA18020,106,0,0,0,3,110,49,0,0,0,0,46,47,0,0,0,0,50,89,0,0,0,3,88,97,0,0,0,0,101,155,3,0,0,3,160,81,0,0,0,0,81,47,0,0,0,0,48,17,0,0,0,0,25,21,0,0,0,0,21,16,0,0,0,0,17,61,0,0,0,3,64,787,5,3,3,14,809
LGA18050,130,102,153,9,0,393,6,24,35,0,0,67,15,14,26,0,0,58,16,26,57,0,0,94,17,32,62,3,0,112,74,106,181,0,3,371,50,75,214,4,0,345,111,182,442,7,0,743,84,118,331,3,0,534,154,304,508,8,4,972,744,819,419,3,8,1989,106,85,118,0,0,321,1506,1885,2556,32,23,6012
LGA18100,42,0,0,0,0,44,34,0,0,0,0,37,17,0,0,0,0,17,33,0,0,3,0,36,43,0,0,0,0,43,58,0,0,0,0,61,40,0,0,0,0,40,31,0,0,0,0,31,10,0,0,0,0,10,11,0,0,0,0,11,9,0,0,0,0,9,30,0,0,0,0,30,355,0,0,3,3,361
LGA18200,43,0,0,0,0,40,25,0,0,0,0,25,24,0,0,0,0,24,68,0,6,0,0,72,110,0,0,0,0,115,148,0,0,0,3,155,124,0,0,0,0,119,88,0,0,0,0,88,21,0,0,0,0,21,22,0,0,0,0,22,25,0,0,0,0,23,47,0,0,0,0,50,743,0,5,3,3,760
LGA18230,192,3,3,14,0,213,128,5,3,8,0,144,125,7,3,0,0,137,265,5,3,16,0,293,444,12,10,10,0,466,1269,30,11,20,3,1333,1212,22,11,13,3,1257,1073,4,0,13,3,1094,352,3,0,3,0,357,218,0,0,3,0,227,110,0,0,3,0,111,257,9,6,3,0,270,5639,92,49,100,15,5899
LGA18250,396,46,164,0,0,611,62,5,37,0,0,106,54,12,27,0,0,94,53,16,49,0,0,118,78,18,57,0,0,153,226,42,179,0,3,450,208,40,208,0,0,450,418,85,417,0,0,912,296,64,305,0,0,667,668,156,425,0,0,1247,1775,208,247,0,4,2246,220,32,78,0,0,325,4463,718,2186,4,13,7385
LGA18350,302,11,0,0,0,310,120,4,0,0,0,130,95,4,0,0,0,101,175,4,0,0,0,179,249,6,4,0,0,261,703,14,5,0,0,727,942,6,3,4,6,964,1316,20,3,3,3,1349,618,11,0,0,4,636,506,3,0,0,0,521,393,4,0,0,3,400,270,10,0,0,0,280,5695,97,28,9,23,5849
LGA18400,233,3,0,0,0,237,114,0,0,0,0,115,97,0,0,0,0,95,164,0,0,0,0,164,250,4,0,0,0,260,696,19,3,0,3,719,1002,21,0,0,3,1026,1735,22,5,6,0,1765,1169,4,0,0,0,1181,1089,3,3,7,0,1095,531,0,0,0,3,537,366,3,0,4,4,373,7449,78,16,13,17,7576
LGA18450,805,75,81,3,3,959,400,29,42,0,0,468,287,30,23,3,0,343,572,83,61,0,5,720,767,95,106,0,6,978,2227,237,287,4,3,2757,2949,331,363,9,5,3655,4711,415,395,14,22,5555,2656,165,139,3,6,2973,2320,113,121,0,5,2553,1120,56,58,3,5,1237,713,46,55,4,3,824,19530,1667,1730,47,60,23035
LGA18500,176,99,144,0,0,417,15,17,33,0,0,60,8,4,23,0,0,42,7,14,24,0,0,47,10,19,46,0,0,73,47,45,138,3,0,233,35,49,157,0,0,239,93,129,308,3,3,531,42,95,246,3,3,389,118,174,423,3,3,726,769,691,496,5,10,1974,134,79,95,5,0,309,1453,1410,2121,25,26,5040
LGA18710,119,4,0,0,3,121,41,3,0,0,0,41,35,3,0,0,0,34,56,0,0,0,0,55,113,3,0,0,0,115,270,3,0,3,3,278,340,0,0,3,5,355,488,5,0,3,6,502,308,0,0,0,0,308,354,0,0,0,0,357,177,0,0,0,0,181,86,0,0,0,0,86,2386,29,6,8,19,2443
LGA19399,15,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,64,0,0,0,0,71
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
